job_id	metric_id	estimator_unit	contributing_units	vocabulary_support	pair_count	null_repetitions	status	reason
004c622d2e1b253a642961d8ecd5903c	2DL1_LAYOUT_POSITION_MI	TOKEN_IN_ASSEMBLER_LINE	1024	4	0	0	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	BP1_BOUNDARY_TOKEN_NMI	TOKEN_IN_ASSEMBLER_LINE	1024	4	0	0	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	EF1_GIANT_COMPONENT_SHARE	VOCABULARY_TYPE	4	4	6	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	EF1_ISOLATE_SHARE	VOCABULARY_TYPE	4	4	6	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	EF2_GLOBAL_CLUSTERING	VOCABULARY_TYPE	4	4	6	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	EF3_DEGREE_FREQUENCY_SPEARMAN	VOCABULARY_TYPE	4	4	6	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	HR1_FOLIO_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No folio or physical-line hierarchy exists.
004c622d2e1b253a642961d8ecd5903c	HR1_LOCUS_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No locus metadata exists.
004c622d2e1b253a642961d8ecd5903c	HR1_SECTION_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No section metadata exists.
004c622d2e1b253a642961d8ecd5903c	HR6_CURRIER_SECTION_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No Currier-equivalent or section metadata exists.
004c622d2e1b253a642961d8ecd5903c	LC1_LOCUS_TYPE_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No documented locus type exists.
004c622d2e1b253a642961d8ecd5903c	LC2_LABEL_TEXT_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No locus label/text or folio metadata exists.
004c622d2e1b253a642961d8ecd5903c	LC5_IVTFF_I_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
004c622d2e1b253a642961d8ecd5903c	LC5_IVTFF_X_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
004c622d2e1b253a642961d8ecd5903c	LP1_RULE_SUPPORT_GINI	VOCABULARY_TYPE	4	4	6	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	LP4_PREFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	4	4	6	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	LP4_SUFFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	4	4	6	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	LS1_LINE_LENGTH_CV	ASSEMBLER_LINE	256	4	0	0	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	LS2_POSITIONAL_LEXICON_NMI	TOKEN_IN_ASSEMBLER_LINE	1024	4	0	0	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	LS3_BOUNDARY_LENGTH_ASYMMETRY	ASSEMBLER_LINE_WITH_2PLUS_TOKENS	256	4	256	0	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	LS4_WITHIN_LINE_EXACT_REPETITION	TOKEN_TRANSITION	768	4	768	0	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	PF2_FOLIO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No folios exist.
004c622d2e1b253a642961d8ecd5903c	PF3_ADJACENT_FOLIO_CONTINUITY	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No ordered folios exist.
004c622d2e1b253a642961d8ecd5903c	PF4_RECTO_VERSO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No recto/verso pairs exist.
004c622d2e1b253a642961d8ecd5903c	PF5_WITHIN_FOLIO_PROGRESSION	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	No folios exist.
004c622d2e1b253a642961d8ecd5903c	cs1/family-line-position	TOKEN_IN_ASSEMBLER_LINE	1024	4	0	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: insufficient family-bearing occurrences with line-position metadata (need line metadata from ivtff_path)
004c622d2e1b253a642961d8ecd5903c	cs2/prev-family-current-family	TOKEN_TRANSITION	768	4	768	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: fewer than 20 family-bearing adjacent occurrence pairs
004c622d2e1b253a642961d8ecd5903c	cs3/family-locus-type	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path locus-type metadata; unavailable or below the 20-occurrence floor for this corpus
004c622d2e1b253a642961d8ecd5903c	cs4/family-currier	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path Currier metadata and >=4 folios; unavailable or below the 20-occurrence floor
004c622d2e1b253a642961d8ecd5903c	cs4/family-section	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path section metadata and >=4 folios; unavailable or below the 20-occurrence floor
004c622d2e1b253a642961d8ecd5903c	cs5/local-adjacency-x-regime	REQUIRED_STRUCTURE_UNAVAILABLE	0	4	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires >=2 sufficiently sampled Currier x section strata
004c622d2e1b253a642961d8ecd5903c	cs6/family-diversity-x-line-length	ASSEMBLER_LINE	256	4	0	30	AVAILABLE	NONE
004c622d2e1b253a642961d8ecd5903c	cs7/edit-distance-x-structural-distance	VOCABULARY_PAIR	6	4	6	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: fewer than 20 sampled vocabulary pairs with sufficient per-bin support
007eb2fa6e39012f5663471eef2310bc	2DL1_LAYOUT_POSITION_MI	TOKEN_IN_ASSEMBLER_LINE	256	256	0	0	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	BP1_BOUNDARY_TOKEN_NMI	TOKEN_IN_ASSEMBLER_LINE	256	256	0	0	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	EF1_GIANT_COMPONENT_SHARE	VOCABULARY_TYPE	256	256	32640	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	EF1_ISOLATE_SHARE	VOCABULARY_TYPE	256	256	32640	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	EF2_GLOBAL_CLUSTERING	VOCABULARY_TYPE	256	256	32640	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	EF3_DEGREE_FREQUENCY_SPEARMAN	VOCABULARY_TYPE	256	256	32640	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	HR1_FOLIO_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No folio or physical-line hierarchy exists.
007eb2fa6e39012f5663471eef2310bc	HR1_LOCUS_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No locus metadata exists.
007eb2fa6e39012f5663471eef2310bc	HR1_SECTION_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No section metadata exists.
007eb2fa6e39012f5663471eef2310bc	HR6_CURRIER_SECTION_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No Currier-equivalent or section metadata exists.
007eb2fa6e39012f5663471eef2310bc	LC1_LOCUS_TYPE_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No documented locus type exists.
007eb2fa6e39012f5663471eef2310bc	LC2_LABEL_TEXT_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No locus label/text or folio metadata exists.
007eb2fa6e39012f5663471eef2310bc	LC5_IVTFF_I_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
007eb2fa6e39012f5663471eef2310bc	LC5_IVTFF_X_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
007eb2fa6e39012f5663471eef2310bc	LP1_RULE_SUPPORT_GINI	VOCABULARY_TYPE	256	256	32640	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	LP4_PREFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	256	256	32640	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	LP4_SUFFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	256	256	32640	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	LS1_LINE_LENGTH_CV	ASSEMBLER_LINE	256	256	0	0	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	LS2_POSITIONAL_LEXICON_NMI	TOKEN_IN_ASSEMBLER_LINE	256	256	0	0	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	LS3_BOUNDARY_LENGTH_ASYMMETRY	ASSEMBLER_LINE_WITH_2PLUS_TOKENS	0	256	0	0	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	LS4_WITHIN_LINE_EXACT_REPETITION	TOKEN_TRANSITION	0	256	0	0	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	PF2_FOLIO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No folios exist.
007eb2fa6e39012f5663471eef2310bc	PF3_ADJACENT_FOLIO_CONTINUITY	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No ordered folios exist.
007eb2fa6e39012f5663471eef2310bc	PF4_RECTO_VERSO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No recto/verso pairs exist.
007eb2fa6e39012f5663471eef2310bc	PF5_WITHIN_FOLIO_PROGRESSION	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	No folios exist.
007eb2fa6e39012f5663471eef2310bc	cs1/family-line-position	TOKEN_IN_ASSEMBLER_LINE	256	256	0	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: insufficient family-bearing occurrences with line-position metadata (need line metadata from ivtff_path)
007eb2fa6e39012f5663471eef2310bc	cs2/prev-family-current-family	TOKEN_TRANSITION	0	256	0	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: fewer than 20 family-bearing adjacent occurrence pairs
007eb2fa6e39012f5663471eef2310bc	cs3/family-locus-type	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path locus-type metadata; unavailable or below the 20-occurrence floor for this corpus
007eb2fa6e39012f5663471eef2310bc	cs4/family-currier	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path Currier metadata and >=4 folios; unavailable or below the 20-occurrence floor
007eb2fa6e39012f5663471eef2310bc	cs4/family-section	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path section metadata and >=4 folios; unavailable or below the 20-occurrence floor
007eb2fa6e39012f5663471eef2310bc	cs5/local-adjacency-x-regime	REQUIRED_STRUCTURE_UNAVAILABLE	0	256	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires >=2 sufficiently sampled Currier x section strata
007eb2fa6e39012f5663471eef2310bc	cs6/family-diversity-x-line-length	ASSEMBLER_LINE	256	256	0	30	AVAILABLE	NONE
007eb2fa6e39012f5663471eef2310bc	cs7/edit-distance-x-structural-distance	VOCABULARY_PAIR	32640	256	32640	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	2DL1_LAYOUT_POSITION_MI	TOKEN_IN_ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	BP1_BOUNDARY_TOKEN_NMI	TOKEN_IN_ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	EF1_GIANT_COMPONENT_SHARE	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	EF1_ISOLATE_SHARE	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	EF2_GLOBAL_CLUSTERING	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	EF3_DEGREE_FREQUENCY_SPEARMAN	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	HR1_FOLIO_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No folio or physical-line hierarchy exists.
00f620bcecafaaeb32c9bb20dea02d55	HR1_LOCUS_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No locus metadata exists.
00f620bcecafaaeb32c9bb20dea02d55	HR1_SECTION_VARIANCE_SHARE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No section metadata exists.
00f620bcecafaaeb32c9bb20dea02d55	HR6_CURRIER_SECTION_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No Currier-equivalent or section metadata exists.
00f620bcecafaaeb32c9bb20dea02d55	LC1_LOCUS_TYPE_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No documented locus type exists.
00f620bcecafaaeb32c9bb20dea02d55	LC2_LABEL_TEXT_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No locus label/text or folio metadata exists.
00f620bcecafaaeb32c9bb20dea02d55	LC5_IVTFF_I_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
00f620bcecafaaeb32c9bb20dea02d55	LC5_IVTFF_X_NMI	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	IVTFF variable metadata is unavailable.
00f620bcecafaaeb32c9bb20dea02d55	LP1_RULE_SUPPORT_GINI	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	LP4_PREFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	LP4_SUFFIX_ATTACHMENT_NMI	VOCABULARY_TYPE	64	64	2016	30	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	LS1_LINE_LENGTH_CV	ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	LS2_POSITIONAL_LEXICON_NMI	TOKEN_IN_ASSEMBLER_LINE	64	64	0	0	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	LS3_BOUNDARY_LENGTH_ASYMMETRY	ASSEMBLER_LINE_WITH_2PLUS_TOKENS	0	64	0	0	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	LS4_WITHIN_LINE_EXACT_REPETITION	TOKEN_TRANSITION	0	64	0	0	AVAILABLE	NONE
00f620bcecafaaeb32c9bb20dea02d55	PF2_FOLIO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No folios exist.
00f620bcecafaaeb32c9bb20dea02d55	PF3_ADJACENT_FOLIO_CONTINUITY	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No ordered folios exist.
00f620bcecafaaeb32c9bb20dea02d55	PF4_RECTO_VERSO_COHERENCE	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No recto/verso pairs exist.
00f620bcecafaaeb32c9bb20dea02d55	PF5_WITHIN_FOLIO_PROGRESSION	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	No folios exist.
00f620bcecafaaeb32c9bb20dea02d55	cs1/family-line-position	TOKEN_IN_ASSEMBLER_LINE	64	64	0	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: insufficient family-bearing occurrences with line-position metadata (need line metadata from ivtff_path)
00f620bcecafaaeb32c9bb20dea02d55	cs2/prev-family-current-family	TOKEN_TRANSITION	0	64	0	30	NOT_APPLICABLE_DATA_DEGENERACY	INCONCLUSIVE: fewer than 20 family-bearing adjacent occurrence pairs
00f620bcecafaaeb32c9bb20dea02d55	cs3/family-locus-type	REQUIRED_STRUCTURE_UNAVAILABLE	0	64	0	0	NOT_APPLICABLE	NOT_APPLICABLE: requires ivtff_path locus-type metadata; unavailable or below the 20-occurrence floor for this corpus
